Time resolution is 1 ps
clock_counter=        240, di_re=00010100010101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        241, di_re=00010011100011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        242, di_re=00010010110001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        243, di_re=00010010000000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        244, di_re=00010001001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        245, di_re=00010000011100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        246, di_re=00001111101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        247, di_re=00001110111000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        248, di_re=00001110000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        249, di_re=00001101010100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        250, di_re=00001100100010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        251, di_re=00001011110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        252, di_re=00001010111110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        253, di_re=00001010001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        254, di_re=00001001011010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        255, di_re=00001000101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        256, di_re=00000111110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        257, di_re=00000111000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        258, di_re=00000110010001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        259, di_re=00000101011111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        260, di_re=00000100101101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        261, di_re=00000011111011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        262, di_re=00000011001001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        263, di_re=00000010010110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        264, di_re=00000001100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        265, di_re=00000000110010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        266, di_re=00000000000000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        267, di_re=11111111001101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        268, di_re=11111110011011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        269, di_re=11111101101001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        270, di_re=11111100110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        271, di_re=11111100000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        272, di_re=11111011010010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        273, di_re=11111010100000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        274, di_re=11111001101110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        275, di_re=11111000111011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        276, di_re=11111000001001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        277, di_re=11110111010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        278, di_re=11110110100101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        279, di_re=11110101110011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        280, di_re=11110101000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        281, di_re=11110100001111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        282, di_re=11110011011101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        283, di_re=11110010101011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        284, di_re=11110001111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        285, di_re=11110001000111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        286, di_re=11110000010101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        287, di_re=11101111100011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        288, di_re=11101110110001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        289, di_re=11101101111111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        290, di_re=11101101001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        291, di_re=11101100011100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        292, di_re=11101011101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        293, di_re=11101010111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        294, di_re=11101010000111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        295, di_re=11101001010110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        296, di_re=11101000100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        297, di_re=11100111110011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        298, di_re=11100111000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        299, di_re=11100110010000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        300, di_re=11100101011111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        301, di_re=11100100101110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        302, di_re=11100011111101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        303, di_re=11100011001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        304, di_re=11100010011011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        305, di_re=11100001101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        306, di_re=11100000111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        307, di_re=11100000001000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        308, di_re=11011111011000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        309, di_re=11011110100111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        310, di_re=11011101110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        311, di_re=11011101000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        312, di_re=11011100010110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        313, di_re=11011011100110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        314, di_re=11011010110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        315, di_re=11011010000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        316, di_re=11011001010110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        317, di_re=11011000100110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        318, di_re=11010111110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        319, di_re=11010111000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        320, di_re=11010110010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        321, di_re=11010101100111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        322, di_re=11010100111000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        323, di_re=11010100001001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        324, di_re=11010011011010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        325, di_re=11010010101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        326, di_re=11010001111100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        327, di_re=11010001001101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        328, di_re=11010000011110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        329, di_re=11001111101111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        330, di_re=11001111000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        331, di_re=11001110010010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        332, di_re=11001101100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        333, di_re=11001100110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        334, di_re=11001100001000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        335, di_re=11001011011010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        336, di_re=11001010101100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        337, di_re=11001001111111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        338, di_re=11001001010001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        339, di_re=11001000100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        340, di_re=11000111110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        341, di_re=11000111001010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        342, di_re=11000110011101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        343, di_re=11000101110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        344, di_re=11000101000011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        345, di_re=11000100010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        346, di_re=11000011101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        347, di_re=11000010111110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        348, di_re=11000010010010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        349, di_re=11000001100110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        350, di_re=11000000111010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        351, di_re=11000000001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        352, di_re=10111111100011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        353, di_re=10111110111000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        354, di_re=10111110001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        355, di_re=10111101100001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        356, di_re=10111100110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        357, di_re=10111100001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        358, di_re=10111011100001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        359, di_re=10111010110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        360, di_re=10111010001101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        361, di_re=10111001100011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        362, di_re=10111000111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        363, di_re=10111000001111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        364, di_re=10110111100101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        365, di_re=10110110111100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        366, di_re=10110110010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        367, di_re=10110101101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        368, di_re=10110101000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        369, di_re=10110100011000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        370, di_re=10110011110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        371, di_re=10110011001000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        372, di_re=10110010100000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        373, di_re=10110001111000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        374, di_re=10110001010000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        375, di_re=10110000101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        376, di_re=10110000000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        377, di_re=10101111011010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        378, di_re=10101110110011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        379, di_re=10101110001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        380, di_re=10101101100110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        381, di_re=10101100111111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        382, di_re=10101100011001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        383, di_re=10101011110011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        384, di_re=10101011001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        385, di_re=10101010101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        386, di_re=10101010000011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        387, di_re=10101001011110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        388, di_re=10101000111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        389, di_re=10101000010100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        390, di_re=10100111101111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        391, di_re=10100111001011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        392, di_re=10100110100111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        393, di_re=10100110000011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        394, di_re=10100101011111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        395, di_re=10100100111100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        396, di_re=10100100011001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        397, di_re=10100011110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        398, di_re=10100011010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        399, di_re=10100010110001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        400, di_re=10100010001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        401, di_re=10100001101100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        402, di_re=10100001001010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        403, di_re=10100000101001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        404, di_re=10100000000111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        405, di_re=10011111100110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        406, di_re=10011111000101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        407, di_re=10011110100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        408, di_re=10011110000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        409, di_re=10011101100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        410, di_re=10011101000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        411, di_re=10011100100100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        412, di_re=10011100000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        413, di_re=10011011100101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        414, di_re=10011011000110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        415, di_re=10011010100111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        416, di_re=10011010001001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        417, di_re=10011001101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        418, di_re=10011001001100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        419, di_re=10011000101110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        420, di_re=10011000010001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        421, di_re=10010111110100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        422, di_re=10010111010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        423, di_re=10010110111010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        424, di_re=10010110011101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        425, di_re=10010110000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        426, di_re=10010101100101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        427, di_re=10010101001001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        428, di_re=10010100101101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        429, di_re=10010100010010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        430, di_re=10010011110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        431, di_re=10010011011100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        432, di_re=10010011000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        433, di_re=10010010101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        434, di_re=10010010001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        435, di_re=10010001110100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        436, di_re=10010001011011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        437, di_re=10010001000001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        438, di_re=10010000101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        439, di_re=10010000010000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        440, di_re=10001111110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        441, di_re=10001111011111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        442, di_re=10001111001000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        443, di_re=10001110110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        444, di_re=10001110011001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        445, di_re=10001110000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        446, di_re=10001101101011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        447, di_re=10001101010100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        448, di_re=10001100111110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        449, di_re=10001100101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        450, di_re=10001100010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        451, di_re=10001011111101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        452, di_re=10001011101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        453, di_re=10001011010100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        454, di_re=10001010111111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        455, di_re=10001010101011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        456, di_re=10001010010111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        457, di_re=10001010000011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        458, di_re=10001001110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        459, di_re=10001001011101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        460, di_re=10001001001010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        461, di_re=10001000110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        462, di_re=10001000100101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        463, di_re=10001000010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        464, di_re=10001000000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        465, di_re=10000111110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        466, di_re=10000111011111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        467, di_re=10000111001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        468, di_re=10000110111110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        469, di_re=10000110101110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        470, di_re=10000110011110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        471, di_re=10000110001110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        472, di_re=10000101111111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        473, di_re=10000101110000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        474, di_re=10000101100001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        475, di_re=10000101010011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        476, di_re=10000101000100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        477, di_re=10000100110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        478, di_re=10000100101001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        479, di_re=10000100011100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        480, di_re=10000100001111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        481, di_re=10000100000010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        482, di_re=10000011110110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        483, di_re=10000011101010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=        484, di_re=10000011011110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
